Control ID,Control Name,Technique ID,Technique Name,CIS Control,CIS Sub-Control,Title,Control Identifier,Control or Control Enhancement Name
AC-18,Wireless Access,T1565.002,Transmitted Data Manipulation,12.0,12.6,Use of Secure Network Management and Communication Protocols ,AC-18,Wireless Access
AC-18,Wireless Access,T1602.002,Network Device Configuration Dump,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,AC-18,Wireless Access
AC-18,Wireless Access,T1602.002,Network Device Configuration Dump,12.0,12.6,Use of Secure Network Management and Communication Protocols ,AC-18,Wireless Access
AC-18,Wireless Access,T1070.002,Clear Linux or Mac System Logs,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,AC-18,Wireless Access
AC-18,Wireless Access,T1070.002,Clear Linux or Mac System Logs,12.0,12.6,Use of Secure Network Management and Communication Protocols ,AC-18,Wireless Access
AC-18,Wireless Access,T1552,Unsecured Credentials,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,AC-18,Wireless Access
AC-18,Wireless Access,T1552,Unsecured Credentials,12.0,12.6,Use of Secure Network Management and Communication Protocols ,AC-18,Wireless Access
AC-18,Wireless Access,T1552.004,Private Keys,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,AC-18,Wireless Access
AC-18,Wireless Access,T1552.004,Private Keys,12.0,12.6,Use of Secure Network Management and Communication Protocols ,AC-18,Wireless Access
AC-18,Wireless Access,T1557.002,ARP Cache Poisoning,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,AC-18,Wireless Access
AC-18,Wireless Access,T1557.002,ARP Cache Poisoning,12.0,12.6,Use of Secure Network Management and Communication Protocols ,AC-18,Wireless Access
AC-18,Wireless Access,T1558.002,Silver Ticket,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,AC-18,Wireless Access
AC-18,Wireless Access,T1558.002,Silver Ticket,12.0,12.6,Use of Secure Network Management and Communication Protocols ,AC-18,Wireless Access
AC-18,Wireless Access,T1558.004,AS-REP Roasting,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,AC-18,Wireless Access
AC-18,Wireless Access,T1558.004,AS-REP Roasting,12.0,12.6,Use of Secure Network Management and Communication Protocols ,AC-18,Wireless Access
AC-18,Wireless Access,T1602,Data from Configuration Repository,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,AC-18,Wireless Access
AC-18,Wireless Access,T1602,Data from Configuration Repository,12.0,12.6,Use of Secure Network Management and Communication Protocols ,AC-18,Wireless Access
AC-18,Wireless Access,T1602.001,SNMP (MIB Dump),4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,AC-18,Wireless Access
AC-18,Wireless Access,T1602.001,SNMP (MIB Dump),12.0,12.6,Use of Secure Network Management and Communication Protocols ,AC-18,Wireless Access
AC-19,Access Control For Mobile Devices,T1070.008,Clear Mailbox Data,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1070.008,Clear Mailbox Data,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1070.008,Clear Mailbox Data,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1070.001,Clear Windows Event Logs,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1070.001,Clear Windows Event Logs,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1070.001,Clear Windows Event Logs,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1040,Network Sniffing,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1040,Network Sniffing,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1040,Network Sniffing,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1119,Automated Collection,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1119,Automated Collection,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1119,Automated Collection,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1530,Data from Cloud Storage Object,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1530,Data from Cloud Storage Object,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1530,Data from Cloud Storage Object,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1557,Adversary-in-the-Middle,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1557,Adversary-in-the-Middle,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1557,Adversary-in-the-Middle,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1020.001,Traffic Duplication,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1020.001,Traffic Duplication,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1020.001,Traffic Duplication,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1070,Indicator Removal on Host,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1070,Indicator Removal on Host,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1070,Indicator Removal on Host,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1550.001,Application Access Token,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1550.001,Application Access Token,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1550.001,Application Access Token,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1558,Steal or Forge Kerberos Tickets,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1558,Steal or Forge Kerberos Tickets,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1558,Steal or Forge Kerberos Tickets,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1558.003,Kerberoasting,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1558.003,Kerberoasting,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1558.003,Kerberoasting,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1565,Data Manipulation,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1565,Data Manipulation,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1565,Data Manipulation,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1565.001,Stored Data Manipulation,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1565.001,Stored Data Manipulation,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1565.001,Stored Data Manipulation,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1565.002,Transmitted Data Manipulation,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1565.002,Transmitted Data Manipulation,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1565.002,Transmitted Data Manipulation,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1602.002,Network Device Configuration Dump,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1602.002,Network Device Configuration Dump,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1602.002,Network Device Configuration Dump,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1070.002,Clear Linux or Mac System Logs,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1070.002,Clear Linux or Mac System Logs,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1070.002,Clear Linux or Mac System Logs,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1114,Email Collection,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1114,Email Collection,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1114,Email Collection,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1114.001,Local Email Collection,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1114.001,Local Email Collection,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1114.001,Local Email Collection,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1114.002,Remote Email Collection,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1114.002,Remote Email Collection,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1114.002,Remote Email Collection,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1114.003,Email Forwarding Rule,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1114.003,Email Forwarding Rule,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1114.003,Email Forwarding Rule,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1552,Unsecured Credentials,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1552,Unsecured Credentials,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1552,Unsecured Credentials,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1552.004,Private Keys,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1552.004,Private Keys,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1552.004,Private Keys,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1557.002,ARP Cache Poisoning,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1557.002,ARP Cache Poisoning,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1557.002,ARP Cache Poisoning,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1558.002,Silver Ticket,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1558.002,Silver Ticket,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1558.002,Silver Ticket,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1558.004,AS-REP Roasting,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1558.004,AS-REP Roasting,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1558.004,AS-REP Roasting,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1602,Data from Configuration Repository,4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1602,Data from Configuration Repository,4.0,4.11,Enforce Remote Wipe Capability on Portable End-User Devices,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1602,Data from Configuration Repository,6.0,6.4,Require MFA for Remote Network Access,AC-19,Access Control for Mobile Devices
AC-19,Access Control For Mobile Devices,T1602.001,SNMP (MIB Dump),4.0,4.1,Enforce Automatic Device Lockout on Portable End-User Devices,AC-19,Access Control for Mobile Devices
